EstablecimientoCodigo;EstablecimientoGlosa;TipoEstablecimientoGlosa;TipoSistemaSaludGlosa;DependenciaAdministrativa;NivelAtencionEstabglosa;RegionGlosa;ComunaGlosa;NivelComplejidadEstabGlosa;TipoAtencionEstabGlosa
200733;SUR Chonchi;Servicio de Urgencia Rural (SUR);Público;Municipal;Primario;Región de Los Lagos;Chonchi;Baja Complejidad;Atención Abierta-Ambulatoria
133483;Posta de Salud Rural Petanes Bajos;Posta de Salud Rural (PSR);Público;Municipal;Primario;Región de Los Lagos;Chonchi;Baja Complejidad;Atención Abierta-Ambulatoria
133476;Posta de Salud Rural Ichuac;Posta de Salud Rural (PSR);Público;Municipal;Primario;Región de Los Lagos;Puqueldón;Baja Complejidad;Atención Abierta-Ambulatoria
133469;Posta de Salud Rural Quehui;Posta de Salud Rural (PSR);Público;Municipal;Primario;Región de Los Lagos;Castro;Baja Complejidad;Atención Abierta-Ambulatoria
133482;Posta de Salud Rural Chanquín;Posta de Salud Rural (PSR);Público;Municipal;Primario;Región de Los Lagos;Chonchi;Baja Complejidad;Atención Abierta-Ambulatoria
133510;Posta de Salud Rural Isla Alao;Posta de Salud Rural (PSR);Público;Municipal;Primario;Región de Los Lagos;Quinchao;Baja Complejidad;Atención Abierta-Ambulatoria
200735;SUR Puqueldón;Servicio de Urgencia Rural (SUR);Público;Municipal;Primario;Región de Los Lagos;Puqueldón;Baja Complejidad;Atención Abierta-Ambulatoria
133355;Centro de Salud Familiar Puqueldón;Centro de Salud Familiar (CESFAM);Público;Municipal;Primario;Región de Los Lagos;Puqueldón;Baja Complejidad;Atención Abierta-Ambulatoria
133703;Centro Comunitario de Salud Familiar Carlina Paillacar;Centro Comunitario de Salud Familiar (CECOSF);Público;Municipal;Primario;Región de Los Lagos;Quinchao;Baja Complejidad;Atención Abierta-Ambulatoria
133554;Posta de Salud Rural Curaco de Vilupulli;Posta de Salud Rural (PSR);Público;Municipal;Primario;Región de Los Lagos;Chonchi;Baja Complejidad;Atención Abierta-Ambulatoria
133470;Posta de Salud Rural Chelín;Posta de Salud Rural (PSR);Público;Municipal;Primario;Región de Los Lagos;Castro;Baja Complejidad;Atención Abierta-Ambulatoria
133475;Posta de Salud Rural Aldachildo;Posta de Salud Rural (PSR);Público;Municipal;Primario;Región de Los Lagos;Puqueldón;Baja Complejidad;Atención Abierta-Ambulatoria
124550;Posta de Salud Rural Casa de Pesca;Posta de Salud Rural (PSR);Público;Municipal;Primario;Región de Los Lagos;Chaitén;Baja Complejidad;Atención Abierta-Ambulatoria
133466;Posta de Salud Rural Curahue;Posta de Salud Rural (PSR);Público;Municipal;Primario;Región de Los Lagos;Castro;Baja Complejidad;Atención Abierta-Ambulatoria
133484;Posta de Salud Rural Rauco;Posta de Salud Rural (PSR);Público;Municipal;Primario;Región de Los Lagos;Chonchi;Baja Complejidad;Atención Abierta-Ambulatoria
133503;Posta de Salud Rural Quinchao;Posta de Salud Rural (PSR);Público;Municipal;Primario;Región de Los Lagos;Quinchao;Baja Complejidad;Atención Abierta-Ambulatoria
133555;Posta de Salud Rural Nalhuitad;Posta de Salud Rural (PSR);Público;Municipal;Primario;Región de Los Lagos;Chonchi;Baja Complejidad;Atención Abierta-Ambulatoria
124530;Posta de Salud Rural Chumeldén;Posta de Salud Rural (PSR);Público;Municipal;Primario;Región de Los Lagos;Chaitén;Baja Complejidad;Atención Abierta-Ambulatoria
133468;Centro Comunitario de Salud Familiar Rilán;Centro Comunitario de Salud Familiar (CECOSF);Público;Municipal;Primario;Región de Los Lagos;Castro;Baja Complejidad;Atención Abierta-Ambulatoria
133471;Posta de Salud Rural Yutuy;Posta de Salud Rural (PSR);Público;Municipal;Primario;Región de Los Lagos;Castro;Baja Complejidad;Atención Abierta-Ambulatoria
133509;Posta de Salud Rural Isla Cahuach;Posta de Salud Rural (PSR);Público;Municipal;Primario;Región de Los Lagos;Quinchao;Baja Complejidad;Atención Abierta-Ambulatoria
133467;Posta de Salud Rural Puyán;Posta de Salud Rural (PSR);Público;Municipal;Primario;Región de Los Lagos;Castro;Baja Complejidad;Atención Abierta-Ambulatoria
200442;Centro Comunitario de Salud Familiar Gamboa;Centro Comunitario de Salud Familiar (CECOSF);Público;Municipal;Primario;Región de Los Lagos;Castro;Baja Complejidad;Atención Abierta-Ambulatoria
133012;Clínica Dental Móvil Triple. Pat. BKYS90 (Castro);Unidad de Procedimientos Móvil;Público;Servicio de Salud;Primario;Región de Los Lagos;Castro;Baja Complejidad;Atención Abierta-Ambulatoria
133030;Unidad de Salud Funcionario   S.S Chiloé;Unidad de Salud Funcionarios;Público;Servicio de Salud;Secundario;Región de Los Lagos;Castro;Baja Complejidad;Atención Abierta-Ambulatoria
133010;Actividades gestionadas por la Dirección del Servicio para apoyo de la Red (S.S de Chiloé);Dirección Servicio de Salud;Público;Servicio de Salud;No Aplica;Región de Los Lagos;Castro;Baja Complejidad;Atención Abierta-Ambulatoria
133011;PRAIS (S.S Chiloé);Programa de Reparación y Atención Integral de Salud (PRAIS);Público;Servicio de Salud;No Aplica;Región de Los Lagos;Castro;Baja Complejidad;Atención Abierta-Ambulatoria
133150;Hospital de Castro;Hospital;Público;Servicio de Salud;Terciario;Región de Los Lagos;Castro;Alta Complejidad;Atención Cerrada-Hospitalaria
133375;Centro de Salud Familiar Dr. René Tapia Salgado;Centro de Salud Familiar (CESFAM);Público;Municipal;Primario;Región de Los Lagos;Castro;Baja Complejidad;Atención Abierta-Ambulatoria
133160;Hospital Comunitario de Achao;Hospital;Público;Servicio de Salud;Primario;Región de Los Lagos;Quinchao;Baja Complejidad;Atención Cerrada-Hospitalaria
133776;Centro Comunitario de Salud Familiar Kintunien;Centro Comunitario de Salud Familiar (CECOSF);Público;Municipal;Primario;Región de Los Lagos;Castro;Baja Complejidad;Atención Abierta-Ambulatoria
200009;Centro de Salud Familiar Quillahue;Centro de Salud Familiar (CESFAM);Público;Municipal;Primario;Región de Los Lagos;Castro;Baja Complejidad;Atención Abierta-Ambulatoria
200176;SAR Castro;Servicio de Atención Primaria de Urgencia de Alta Resolutividad (SAR);Público;Municipal;Primario;Región de Los Lagos;Castro;Baja Complejidad;Atención Abierta-Ambulatoria
133507;Posta de Salud Rural Isla Quenac;Posta de Salud Rural (PSR);Público;Municipal;Primario;Región de Los Lagos;Quinchao;Baja Complejidad;Atención Abierta-Ambulatoria
133360;Centro de Salud Familiar Curaco de Vélez;Centro de Salud Familiar (CESFAM);Público;Municipal;Primario;Región de Los Lagos;Curaco de Vélez;Baja Complejidad;Atención Abierta-Ambulatoria
200983;SUR Curaco de Vélez;Servicio de Urgencia Rural (SUR);Público;Municipal;Primario;Región de Los Lagos;Curaco de Vélez;Baja Complejidad;Atención Abierta-Ambulatoria
133775;Centro Comunitario de Salud Familiar Llau Llao;Centro Comunitario de Salud Familiar (CECOSF);Público;Municipal;Primario;Región de Los Lagos;Castro;Baja Complejidad;Atención Abierta-Ambulatoria
133505;Posta de Salud Rural Isla Llingua;Posta de Salud Rural (PSR);Público;Municipal;Primario;Región de Los Lagos;Quinchao;Baja Complejidad;Atención Abierta-Ambulatoria
133506;Centro Comunitario de Salud Familiar Isla Meulín;Centro Comunitario de Salud Familiar (CECOSF);Público;Municipal;Primario;Región de Los Lagos;Quinchao;Baja Complejidad;Atención Abierta-Ambulatoria
133513;Posta de Salud Rural Palqui;Posta de Salud Rural (PSR);Público;Municipal;Primario;Región de Los Lagos;Curaco de Vélez;Baja Complejidad;Atención Abierta-Ambulatoria
133547;Posta de Salud Rural Pid - Pid;Posta de Salud Rural (PSR);Público;Municipal;Primario;Región de Los Lagos;Castro;Baja Complejidad;Atención Abierta-Ambulatoria
133512;Posta de Salud Rural Huyar Alto;Posta de Salud Rural (PSR);Público;Municipal;Primario;Región de Los Lagos;Curaco de Vélez;Baja Complejidad;Atención Abierta-Ambulatoria
124519;Posta de Salud Rural Buill;Posta de Salud Rural (PSR);Público;Municipal;Primario;Región de Los Lagos;Chaitén;Baja Complejidad;Atención Abierta-Ambulatoria
133504;Posta de Salud Rural Isla Lin-Lin;Posta de Salud Rural (PSR);Público;Municipal;Primario;Región de Los Lagos;Quinchao;Baja Complejidad;Atención Abierta-Ambulatoria
133515;Posta de Salud Rural Tac;Posta de Salud Rural (PSR);Público;Municipal;Primario;Región de Los Lagos;Quemchi;Baja Complejidad;Atención Abierta-Ambulatoria
133350;Centro de Salud Familiar Dalcahue;Centro de Salud Familiar (CESFAM);Público;Municipal;Primario;Región de Los Lagos;Dalcahue;Baja Complejidad;Atención Abierta-Ambulatoria
133472;Posta de Salud Rural Mocopulli;Posta de Salud Rural (PSR);Público;Municipal;Primario;Región de Los Lagos;Dalcahue;Baja Complejidad;Atención Abierta-Ambulatoria
133473;Posta de Salud Rural Quetalco;Posta de Salud Rural (PSR);Público;Municipal;Primario;Región de Los Lagos;Dalcahue;Baja Complejidad;Atención Abierta-Ambulatoria
133474;Posta de Salud Rural Calén;Posta de Salud Rural (PSR);Público;Municipal;Primario;Región de Los Lagos;Dalcahue;Baja Complejidad;Atención Abierta-Ambulatoria
124731;Centro Comunitario de Salud Familiar de Ayacara;Centro Comunitario de Salud Familiar (CECOSF);Público;Municipal;Primario;Región de Los Lagos;Chaitén;Baja Complejidad;Atención Abierta-Ambulatoria
133496;Posta de Salud Rural Tenaún;Posta de Salud Rural (PSR);Público;Municipal;Primario;Región de Los Lagos;Dalcahue;Baja Complejidad;Atención Abierta-Ambulatoria
133514;Posta de Salud Rural Mechuque;Posta de Salud Rural (PSR);Público;Municipal;Primario;Región de Los Lagos;Quemchi;Baja Complejidad;Atención Abierta-Ambulatoria
133517;Posta de Salud Rural Voigue;Posta de Salud Rural (PSR);Público;Municipal;Primario;Región de Los Lagos;Quemchi;Baja Complejidad;Atención Abierta-Ambulatoria
133740;Centro Comunitario de Salud Familiar Metahue;Centro Comunitario de Salud Familiar (CECOSF);Público;Municipal;Primario;Región de Los Lagos;Quemchi;Baja Complejidad;Atención Abierta-Ambulatoria
133546;Posta de Salud Rural Puchaurán;Posta de Salud Rural (PSR);Público;Municipal;Primario;Región de Los Lagos;Dalcahue;Baja Complejidad;Atención Abierta-Ambulatoria
133497;Posta de Salud Rural Quicaví;Posta de Salud Rural (PSR);Público;Municipal;Primario;Región de Los Lagos;Quemchi;Baja Complejidad;Atención Abierta-Ambulatoria
133495;Posta de Salud Rural Montemar;Posta de Salud Rural (PSR);Público;Municipal;Primario;Región de Los Lagos;Quemchi;Baja Complejidad;Atención Abierta-Ambulatoria
133559;Posta de Salud Rural Butalcura;Posta de Salud Rural (PSR);Público;Municipal;Primario;Región de Los Lagos;Dalcahue;Baja Complejidad;Atención Abierta-Ambulatoria
124548;Posta de Salud Rural Hueque;Posta de Salud Rural (PSR);Público;Municipal;Primario;Región de Los Lagos;Chaitén;Baja Complejidad;Atención Abierta-Ambulatoria
133494;Posta de Salud Rural Quinterquén;Posta de Salud Rural (PSR);Público;Municipal;Primario;Región de Los Lagos;Quemchi;Baja Complejidad;Atención Abierta-Ambulatoria
133340;Centro de Salud Familiar Quemchi;Centro de Salud Familiar (CESFAM);Público;Municipal;Primario;Región de Los Lagos;Quemchi;Baja Complejidad;Atención Abierta-Ambulatoria
200732;SUR Quemchi;Servicio de Urgencia Rural (SUR);Público;Municipal;Primario;Región de Los Lagos;Quemchi;Baja Complejidad;Atención Abierta-Ambulatoria
200449;Centro Comunitario de Salud Familiar Puntra Degañ;Centro Comunitario de Salud Familiar (CECOSF);Público;Municipal;Primario;Región de Los Lagos;Ancud;Baja Complejidad;Atención Abierta-Ambulatoria
133493;Posta de Salud Rural Morrolobos;Posta de Salud Rural (PSR);Público;Municipal;Primario;Región de Los Lagos;Quemchi;Baja Complejidad;Atención Abierta-Ambulatoria
124415;Posta de Salud Rural Paso El Bolsón o Segundo Corral;Posta de Salud Rural (PSR);Público;Municipal;Primario;Región de Los Lagos;Cochamó;Baja Complejidad;Atención Abierta-Ambulatoria
133492;Posta de Salud Rural Lliuco (Quemchi);Posta de Salud Rural (PSR);Público;Municipal;Primario;Región de Los Lagos;Quemchi;Baja Complejidad;Atención Abierta-Ambulatoria
133557;Posta de Salud Rural Coipomo;Posta de Salud Rural (PSR);Público;Municipal;Primario;Región de Los Lagos;Ancud;Baja Complejidad;Atención Abierta-Ambulatoria
124420;Centro Comunitario de Salud Familiar Hualaihué;Centro Comunitario de Salud Familiar (CECOSF);Público;Servicio de Salud;Primario;Región de Los Lagos;Hualaihué;Baja Complejidad;Atención Abierta-Ambulatoria
200082;Posta de Salud Rural Chauchil;Posta de Salud Rural (PSR);Público;Servicio de Salud;Primario;Región de Los Lagos;Hualaihué;Baja Complejidad;Atención Abierta-Ambulatoria
133485;Posta de Salud Rural Linao;Posta de Salud Rural (PSR);Público;Municipal;Primario;Región de Los Lagos;Ancud;Baja Complejidad;Atención Abierta-Ambulatoria
124380;Centro de Salud Familiar Río Negro Hornopirén;Centro de Salud Familiar (CESFAM);Público;Servicio de Salud;Primario;Región de Los Lagos;Hualaihué;Baja Complejidad;Atención Abierta-Ambulatoria
124418;Posta de Salud Rural Rolecha;Posta de Salud Rural (PSR);Público;Servicio de Salud;Primario;Región de Los Lagos;Hualaihué;Baja Complejidad;Atención Abierta-Ambulatoria
124454;Posta de Salud Rural Tabón;Posta de Salud Rural (PSR);Público;Municipal;Primario;Región de Los Lagos;Calbuco;Baja Complejidad;Atención Abierta-Ambulatoria
133489;Posta de Salud Rural Manao;Posta de Salud Rural (PSR);Público;Municipal;Primario;Región de Los Lagos;Ancud;Baja Complejidad;Atención Abierta-Ambulatoria
133325;Centro de Salud Familiar Pudeto Bajo;Centro de Salud Familiar (CESFAM);Público;Municipal;Primario;Región de Los Lagos;Ancud;Baja Complejidad;Atención Abierta-Ambulatoria
124552;Posta de Salud Rural Queullín;Posta de Salud Rural (PSR);Público;Municipal;Primario;Región de Los Lagos;Calbuco;Baja Complejidad;Atención Abierta-Ambulatoria
133725;Centro Comunitario de Salud Familiar Bellavista;Centro Comunitario de Salud Familiar (CECOSF);Público;Municipal;Primario;Región de Los Lagos;Ancud;Baja Complejidad;Atención Abierta-Ambulatoria
124417;Posta de Salud Rural Aulén;Posta de Salud Rural (PSR);Público;Servicio de Salud;Primario;Región de Los Lagos;Hualaihué;Baja Complejidad;Atención Abierta-Ambulatoria
124414;Posta de Salud Rural Llanada Grande;Posta de Salud Rural (PSR);Público;Municipal;Primario;Región de Los Lagos;Cochamó;Baja Complejidad;Atención Abierta-Ambulatoria
133487;Centro Comunitario de Salud Familiar Quetalmahue;Centro Comunitario de Salud Familiar (CECOSF);Público;Municipal;Primario;Región de Los Lagos;Ancud;Baja Complejidad;Atención Abierta-Ambulatoria
133390;Centro de Salud Familiar Dr. Manuel Ferreira Guzman;Centro de Salud Familiar (CESFAM);Público;Municipal;Primario;Región de Los Lagos;Ancud;Baja Complejidad;Atención Abierta-Ambulatoria
201067;SAR ANCUD;Servicio de Atención Primaria de Urgencia de Alta Resolutividad (SAR);Público;Municipal;Primario;Región de Los Lagos;Ancud;Baja Complejidad;Atención Abierta-Ambulatoria
133155;Hospital de Ancud;Hospital;Público;Servicio de Salud;Terciario;Región de Los Lagos;Ancud;Mediana Complejidad;Atención Cerrada-Hospitalaria
124458;Posta de Salud Rural Pergue;Posta de Salud Rural (PSR);Público;Municipal;Primario;Región de Los Lagos;Calbuco;Baja Complejidad;Atención Abierta-Ambulatoria
133486;Posta de Salud Rural Chacao;Posta de Salud Rural (PSR);Público;Municipal;Primario;Región de Los Lagos;Ancud;Baja Complejidad;Atención Abierta-Ambulatoria
200736;SUR Chacao;Servicio de Urgencia Rural (SUR);Público;Municipal;Primario;Región de Los Lagos;Ancud;Baja Complejidad;Atención Abierta-Ambulatoria
133542;Posta de Salud Rural Caulín;Posta de Salud Rural (PSR);Público;Municipal;Primario;Región de Los Lagos;Ancud;Baja Complejidad;Atención Abierta-Ambulatoria
133490;Posta de Salud Rural Guabún;Posta de Salud Rural (PSR);Público;Municipal;Primario;Región de Los Lagos;Ancud;Baja Complejidad;Atención Abierta-Ambulatoria
133488;Posta de Salud Rural Nal;Posta de Salud Rural (PSR);Público;Municipal;Primario;Región de Los Lagos;Ancud;Baja Complejidad;Atención Abierta-Ambulatoria
124537;Posta de Salud Rural Chope;Posta de Salud Rural (PSR);Público;Municipal;Primario;Región de Los Lagos;Calbuco;Baja Complejidad;Atención Abierta-Ambulatoria
124456;Posta de Salud Rural Chauquear;Posta de Salud Rural (PSR);Público;Municipal;Primario;Región de Los Lagos;Calbuco;Baja Complejidad;Atención Abierta-Ambulatoria
124419;Posta de Salud Rural Contao;Posta de Salud Rural (PSR);Público;Servicio de Salud;Primario;Región de Los Lagos;Hualaihué;Baja Complejidad;Atención Abierta-Ambulatoria
124457;Posta de Salud Rural Chayahue;Posta de Salud Rural (PSR);Público;Municipal;Primario;Región de Los Lagos;Calbuco;Baja Complejidad;Atención Abierta-Ambulatoria
124448;Posta de Salud Rural Pargua;Posta de Salud Rural (PSR);Público;Municipal;Primario;Región de Los Lagos;Calbuco;Baja Complejidad;Atención Abierta-Ambulatoria
124551;Posta de Salud Rural Machil;Posta de Salud Rural (PSR);Público;Municipal;Primario;Región de Los Lagos;Calbuco;Baja Complejidad;Atención Abierta-Ambulatoria
124451;Posta de Salud Rural Aguantao;Posta de Salud Rural (PSR);Público;Municipal;Primario;Región de Los Lagos;Calbuco;Baja Complejidad;Atención Abierta-Ambulatoria
124460;Posta de Salud Rural San Antonio (Calbuco);Posta de Salud Rural (PSR);Público;Municipal;Primario;Región de Los Lagos;Calbuco;Baja Complejidad;Atención Abierta-Ambulatoria
